system   I             system.c:245  al_install_system                [   0.00048] Allegro version: 5.1.12 (WIP)
font     D                ttf.c:225  alloc_glyph_region               [   0.91325] Glyph 68: 13x15 (16x16)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.91344] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.91347] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.91453] Glyph 77: 8x24 (8x24)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.91470] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.91472] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.91564] Glyph 72: 13x15 (16x16)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.91579] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.91581] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.91659] Glyph 29: 4x15 (4x16)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.91673] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.91676] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:415  cache_glyph                      [   0.91745] Glyph 3 has zero size.
font     D                ttf.c:225  alloc_glyph_region               [   0.91752] Glyph 19: 13x19 (16x20)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.91766] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.91768] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.91847] Glyph 57: 19x19 (20x20)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.91861] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.91863] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.91945] Glyph 76: 4x19 (4x20)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.91959] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.91962] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.92041] Glyph 71: 13x19 (16x20)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.92055] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.92058] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.92138] Glyph 86: 12x15 (12x16)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.92151] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.92154] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   0.92230] Glyph 22: 13x19 (16x20)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.92243] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.92246] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.92365] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.92370] _al_d3d_sync_bitmap (video) ref count == 1
d3d      I         d3d_disp.cpp:899  d3d_destroy_display              [   1.30903] destroying display 0571E290 (current 00000000)
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   1.31176] converting display bitmap 0CDF7410 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   1.31212] added dtor for object 0CDF7660, func 5C6621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.31216] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.31218] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.31273] removed dtor for object 0CDF7660
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   1.31303] converting display bitmap 0A33A770 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   1.31343] added dtor for object 0CDF7660, func 5C6621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.31346] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.31348] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.31416] removed dtor for object 0CDF7660
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   1.31448] converting display bitmap 0A3541A0 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   1.31451] added dtor for object 0CDF7660, func 5C6621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.31453] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.31455] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.31464] removed dtor for object 0CDF7660
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   1.31466] converting display bitmap 0A328B30 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   1.31469] added dtor for object 0CDF7660, func 5C6621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.31472] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.31474] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.31486] removed dtor for object 0CDF7660
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   1.31489] converting display bitmap 0A336898 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   1.31493] added dtor for object 0CDF7660, func 5C6621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.31495] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.31498] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.31511] removed dtor for object 0CDF7660
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   1.31515] converting display bitmap 0A3290D0 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   1.31517] added dtor for object 0CDF7660, func 5C6621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.31519] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.31522] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.31535] removed dtor for object 0CDF7660
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [   1.31538] converting display bitmap 0A32AAF8 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [   1.31541] added dtor for object 0CDF7660, func 5C6621E9
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.31543] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.31545] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.31554] removed dtor for object 0CDF7660
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [   1.31557] waiting for display 0571E290's thread to end
d3d      W         d3d_disp.cpp:593  d3d_destroy_device               [   1.31860] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1551 d3d_display_thread_proc          [   1.32723] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.32817] removed dtor for object 0A33A770
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.32837] removed dtor for object 0A3541A0
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.32840] removed dtor for object 0A328B30
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.32842] removed dtor for object 0A336898
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.32844] removed dtor for object 0A3290D0
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.32847] removed dtor for object 0A32AAF8
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.32849] removed dtor for object 0A370CA8
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.33273] removed dtor for object 0A370EE8
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.33284] removed dtor for object 0A370EA0
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.33287] removed dtor for object 0A370CF0
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.33290] removed dtor for object 0A2C2148
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.33318] removed dtor for object 0A3E83D8
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.33327] removed dtor for object 03519F58
dtor     D               dtor.c:114  _al_run_destructors              [   1.33332] calling dtor for object 034C0A78, func 5C66172B
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.34991] removed dtor for object 034C0A78
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.34995] removed dtor for object 0A37ADC8
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.34998] removed dtor for object 0A37AED0
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.35000] removed dtor for object 0A37AFD8
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.35002] removed dtor for object 0A37B0E0
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.35004] removed dtor for object 0A335C28
audio-dsound D           dsound.cpp:539  _dsound_stop_voice               [   1.35006] Stopping voice
audio-dsound D           dsound.cpp:556  _dsound_stop_voice               [   1.35008] Joining thread
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [   1.35440] Joined thread
audio-dsound D           dsound.cpp:564  _dsound_stop_voice               [   1.35443] Destroying thread
audio-dsound D           dsound.cpp:566  _dsound_stop_voice               [   1.35445] Thread destroyed
audio-dsound D           dsound.cpp:573  _dsound_stop_voice               [   1.35447] Releasing buffer
audio-dsound I           dsound.cpp:577  _dsound_stop_voice               [   1.35449] Voice stopped
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.35453] removed dtor for object 03534C20
audio-dsound D           dsound.cpp:389  _dsound_deallocate_voice         [   1.35455] Deallocating voice
audio-dsound D           dsound.cpp:394  _dsound_deallocate_voice         [   1.35458] Deallocated voice
audio-dsound D           dsound.cpp:303  _dsound_close                    [   1.35460] Releasing device
audio-dsound D           dsound.cpp:305  _dsound_close                    [   1.35955] Released device
audio-dsound I           dsound.cpp:308  _dsound_close                    [   1.35959] DirectSound closed
